Spectrum ID	Database ID	InChi Key	Solvent	Sample pH	Frequency	Atom number (pretend it's the corresponding InChI number for now)	Shift (ppm)
1739	HMDB01624	NYHNVHGFPZAZGA-UHFFFAOYSA-N	Water	7	600 MHz	5	1.33
1739	HMDB01624	NYHNVHGFPZAZGA-UHFFFAOYSA-N	Water	7	600 MHz	6	0.89
2041	HMDB06483	CKLJMWTZIZZHCS-UWTATZPHSA-N	Water	7	500 MHz	6	2.87
2041	HMDB06483	CKLJMWTZIZZHCS-UWTATZPHSA-N	Water	7	500 MHz	4	3.98
1570	HMDB00858	IBMRTYCHDPMBFN-UHFFFAOYSA-N	Water	7	600 MHz	4	3.69
1570	HMDB00858	IBMRTYCHDPMBFN-UHFFFAOYSA-N	Water	7	600 MHz	5	2.4
1570	HMDB00858	IBMRTYCHDPMBFN-UHFFFAOYSA-N	Water	7	600 MHz	7	2.19
1570	HMDB00858	IBMRTYCHDPMBFN-UHFFFAOYSA-N	Water	7	600 MHz	6	1.83
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	11	3.5
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	8	3.84
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	10	3.84
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	4	6.87
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	6	6.95
1368	HMDB00434	WUAXWQRULBZETB-UHFFFAOYSA-N	Water	7	500 MHz	3	6.99
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	6	3.72
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	6	3.84
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	2	4.01
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	3	4.14
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	4	4.29
1533	HMDB00767	PTJWIQPHWPFNBW-GBNDHIKLSA-N	Water	7	500 MHz	15	7.66
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	4	2.22
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	8	1.38
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	5	1.38
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	6	1.25
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	9	1.25
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	7	0.86
1774	HMDB01877	NIJJYAXOARWZEE-UHFFFAOYSA-N	Water	7	500 MHz	10	0.86
1836	HMDB02024	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	Water	7	500 MHz	6	8.6
1836	HMDB02024	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	Water	7	500 MHz	5	12.1
1836	HMDB02024	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	Water	7	500 MHz	2	13.39
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	3	2.21
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	3	2.75
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	1	3.74
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	2	4.01
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	6	4.42
1924	HMDB03070	JXOHGGNKMLTUBP-HSUXUTPPSA-N	Water	7	500 MHz	5	6.62
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	2	3.97
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	12	2.34
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	3	1.47
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	8	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	7	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	6	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	5	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	4	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	9	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	10	1.27
1351	HMDB00387	MUCMKTPAZLSKTL-UHFFFAOYSA-N	Water	7	500 MHz	11	0.85
1637	HMDB01051	MNQZXJOMYWMBOU-UHFFFAOYSA-N	Water	7	500 MHz	2	3.59
1637	HMDB01051	MNQZXJOMYWMBOU-UHFFFAOYSA-N	Water	7	500 MHz	3	3.75
1637	HMDB01051	MNQZXJOMYWMBOU-UHFFFAOYSA-N	Water	7	500 MHz	5	4.95
1637	HMDB01051	MNQZXJOMYWMBOU-UHFFFAOYSA-N	Water	7	500 MHz	5	9.68
1064	HMDB00064	CVSVTCORWBXHQV-UHFFFAOYSA-N	Water	7	500 MHz	4	3.92
1064	HMDB00064	CVSVTCORWBXHQV-UHFFFAOYSA-N	Water	7	500 MHz	6	3.02
1890	HMDB02432	PCSKKIUURRTAEM-UHFFFAOYSA-N	Water	7	500 MHz	6	4.59
1890	HMDB02432	PCSKKIUURRTAEM-UHFFFAOYSA-N	Water	7	500 MHz	3	6.47
1890	HMDB02432	PCSKKIUURRTAEM-UHFFFAOYSA-N	Water	7	500 MHz	4	6.95
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	2	3.98
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	13	2.37
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	13	2.32
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	10	2.18
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	9	1.54
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	3	1.46
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	4	1.41
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	4	1.29
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	5	1.29
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	6	1.29
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	7	1.29
1360	HMDB00413	FYVQCLGZFXHEGL-UHFFFAOYSA-N	Water	7	500 MHz	8	1.29
1408	HMDB00532	OKJIRPAQVSHGFK-UHFFFAOYSA-N	Water	7	500 MHz	5	8
1408	HMDB00532	OKJIRPAQVSHGFK-UHFFFAOYSA-N	Water	7	500 MHz	4	3.76
1408	HMDB00532	OKJIRPAQVSHGFK-UHFFFAOYSA-N	Water	7	500 MHz	8	2.05
1827	HMDB01975	LXVSANCQXSSLPA-UHFFFAOYSA-N	Water	7	500 MHz	4	0.87
1827	HMDB01975	LXVSANCQXSSLPA-UHFFFAOYSA-N	Water	7	500 MHz	6	0.87
1827	HMDB01975	LXVSANCQXSSLPA-UHFFFAOYSA-N	Water	7	500 MHz	5	1.67
1827	HMDB01975	LXVSANCQXSSLPA-UHFFFAOYSA-N	Water	7	500 MHz	3	1.8
1553	HMDB00812	OTCCIMWXFLJLIA-BYPYZUCNSA-N	Water	7	500 MHz	5	7.93
1553	HMDB00812	OTCCIMWXFLJLIA-BYPYZUCNSA-N	Water	7	500 MHz	4	4.4
1553	HMDB00812	OTCCIMWXFLJLIA-BYPYZUCNSA-N	Water	7	500 MHz	8	2.7
1553	HMDB00812	OTCCIMWXFLJLIA-BYPYZUCNSA-N	Water	7	500 MHz	8	2.51
1553	HMDB00812	OTCCIMWXFLJLIA-BYPYZUCNSA-N	Water	7	500 MHz	11	2.03
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	7	1.68
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	6	1.91
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	12	2.81
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	14	2.81
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	12	2.82
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	14	2.82
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	8	3.24
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	4	3.8
1952	HMDB03334	HVPFXCBJHIIJGS-LURJTMIESA-N	Water	7	500 MHz	5	6.81
1061	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-N	Water	7	500 MHz	19	4.07
1061	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-N	Water	7	500 MHz	5	4.52
1061	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-N	Water	7	500 MHz	2	6.16
1061	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-N	Water	7	500 MHz	12	8.26
1061	HMDB00061	WHTCPDAXWFLDIH-KQYNXXCUSA-N	Water	7	500 MHz	7	8.58
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	18	2.53
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	13	2.53
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	14	3.18
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	15	3.87
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	6	5.47
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	12	8.03
1255	HMDB00235	JZRWCGZRTZMZEH-UHFFFAOYSA-N	Water	7	500 MHz	2	9.47
1450	HMDB00639	DSLZVSRJTYRBFB-DUHBMQHGSA-N	Water	7	500 MHz	6	3.94
1450	HMDB00639	DSLZVSRJTYRBFB-DUHBMQHGSA-N	Water	7	500 MHz	8	3.94
1450	HMDB00639	DSLZVSRJTYRBFB-DUHBMQHGSA-N	Water	7	500 MHz	10	4.25
1450	HMDB00639	DSLZVSRJTYRBFB-DUHBMQHGSA-N	Water	7	500 MHz	4	4.25
1049	HMDB00043	KWIUHFFTVRNATP-UHFFFAOYSA-N	Water	7	500 MHz	3	3.89
1049	HMDB00043	KWIUHFFTVRNATP-UHFFFAOYSA-N	Water	7	500 MHz	5	3.25
1049	HMDB00043	KWIUHFFTVRNATP-UHFFFAOYSA-N	Water	7	500 MHz	8	3.25
1049	HMDB00043	KWIUHFFTVRNATP-UHFFFAOYSA-N	Water	7	500 MHz	7	3.25
1262	HMDB00239	LXNHXLLTXMVWPM-UHFFFAOYSA-N	Water	7	500 MHz	7	2.45
1262	HMDB00239	LXNHXLLTXMVWPM-UHFFFAOYSA-N	Water	7	500 MHz	11	4.73
1262	HMDB00239	LXNHXLLTXMVWPM-UHFFFAOYSA-N	Water	7	500 MHz	6	7.65
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	8	3.89
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	11	6.36
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	6	7.04
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	3	7.15
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	5	7.15
1620	HMDB00955	QURCVMIEKCOAJU-HWKANZROSA-N	Water	7	500 MHz	10	7.28
1428	HMDB00576	HGINADPHJQTSKN-UHFFFAOYSA-N	Water	7	500 MHz	5	1.25
1428	HMDB00576	HGINADPHJQTSKN-UHFFFAOYSA-N	Water	7	500 MHz	6	3.28
1428	HMDB00576	HGINADPHJQTSKN-UHFFFAOYSA-N	Water	7	500 MHz	4	4.17
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	12	7.04
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	16	6.93
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	15	6.93
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	7	6.12
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	9	6.09
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	2	4.95
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	3	4.32
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	4	2.91
1770	HMDB01871	PFTAWBLQPZVEMU-UKRRQHHQSA-N	Water	7	500 MHz	4	2.77
1589	HMDB00895	OIPILFWXSMYKGL-UHFFFAOYSA-N	Water	7	500 MHz	8	2.16
1589	HMDB00895	OIPILFWXSMYKGL-UHFFFAOYSA-N	Water	7	500 MHz	7	3.23
1589	HMDB00895	OIPILFWXSMYKGL-UHFFFAOYSA-N	Water	7	500 MHz	10	3.23
1589	HMDB00895	OIPILFWXSMYKGL-UHFFFAOYSA-N	Water	7	500 MHz	9	3.23
1589	HMDB00895	OIPILFWXSMYKGL-UHFFFAOYSA-N	Water	7	500 MHz	5	3.75
1944	HMDB03282	RFLVMTUMFYRZCB-UHFFFAOYSA-N	Water	7	500 MHz	11	3.47
1944	HMDB03282	RFLVMTUMFYRZCB-UHFFFAOYSA-N	Water	7	500 MHz	2	7.87
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	2	8.01
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	4	7.06
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	7	4.48
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	6	3.18
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	6	3
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	15	2.94
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	13	2.37
1515	HMDB00745	CCLQKVKJOGVQLU-QMMMGPOBSA-N	Water	7	500 MHz	14	1.89
1777	HMDB01881	DNIAPMSPPWPWGF-UHFFFAOYSA-N	Water	7	500 MHz	5	1.13
1777	HMDB01881	DNIAPMSPPWPWGF-UHFFFAOYSA-N	Water	7	500 MHz	3	3.434
1777	HMDB01881	DNIAPMSPPWPWGF-UHFFFAOYSA-N	Water	7	500 MHz	3	3.537
1777	HMDB01881	DNIAPMSPPWPWGF-UHFFFAOYSA-N	Water	7	500 MHz	2	3.87
1555	HMDB00820	BDERNNFJNOPAEC-UHFFFAOYSA-N	Water	7	500 MHz	4	0.88
1555	HMDB00820	BDERNNFJNOPAEC-UHFFFAOYSA-N	Water	7	500 MHz	3	1.54
1555	HMDB00820	BDERNNFJNOPAEC-UHFFFAOYSA-N	Water	7	500 MHz	2	3.55
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	8	1.48
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	7	1.75
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	9	1.9
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	12	2.07
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	13	2.39
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	6	3.05
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	4	3.59
1310	HMDB00279	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	Water	7	500 MHz	10	3.75
1772	HMDB01874	ODBLHEXUDAPZAU-ZAFYKAAXSA-N	Water	7	500 MHz	4	2.73
1772	HMDB01874	ODBLHEXUDAPZAU-ZAFYKAAXSA-N	Water	7	500 MHz	4	2.89
1772	HMDB01874	ODBLHEXUDAPZAU-ZAFYKAAXSA-N	Water	7	500 MHz	5	3.51
1772	HMDB01874	ODBLHEXUDAPZAU-ZAFYKAAXSA-N	Water	7	500 MHz	8	4.55
1681	HMDB01316	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	Water	7	500 MHz	3	4.19
1681	HMDB01316	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	Water	7	500 MHz	13	4.09
1681	HMDB01316	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	Water	7	500 MHz	11	3.96
1681	HMDB01316	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	Water	7	500 MHz	4	3.84
1681	HMDB01316	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	Water	7	500 MHz	9	3.84
1129	HMDB00167	AYFVYJQAPQTCCC-GBXIJSLDSA-N	Water	7	500 MHz	8	1.316
1129	HMDB00167	AYFVYJQAPQTCCC-GBXIJSLDSA-N	Water	7	500 MHz	4	3.575
1129	HMDB00167	AYFVYJQAPQTCCC-GBXIJSLDSA-N	Water	7	500 MHz	6	4.244
1648	HMDB01138	RFMMMVDNIPUKGG-UHFFFAOYSA-N	Water	7	500 MHz	4	4.1
1648	HMDB01138	RFMMMVDNIPUKGG-UHFFFAOYSA-N	Water	7	500 MHz	9	2.22
1648	HMDB01138	RFMMMVDNIPUKGG-UHFFFAOYSA-N	Water	7	500 MHz	8	2.05
1648	HMDB01138	RFMMMVDNIPUKGG-UHFFFAOYSA-N	Water	7	500 MHz	12	2.02
1648	HMDB01138	RFMMMVDNIPUKGG-UHFFFAOYSA-N	Water	7	500 MHz	8	1.87
1169	HMDB00193	ODBLHEXUDAPZAU-UHFFFAOYSA-N	Water	7	500 MHz	9	2.46
1169	HMDB00193	ODBLHEXUDAPZAU-UHFFFAOYSA-N	Water	7	500 MHz	5	2.97
1169	HMDB00193	ODBLHEXUDAPZAU-UHFFFAOYSA-N	Water	7	500 MHz	2	3.98
1790	HMDB01900	CUOKHACJLGPRHD-BXXZVTAOSA-N	Water	7	500 MHz	6	3.84
1790	HMDB01900	CUOKHACJLGPRHD-BXXZVTAOSA-N	Water	7	500 MHz	4	4.44
1763	HMDB01861	CPAGZVLINCPJEH-UHFFFAOYSA-N	Water	7	600 MHz	2	8.02
1763	HMDB01861	CPAGZVLINCPJEH-UHFFFAOYSA-N	Water	7	600 MHz	5	7.07
1763	HMDB01861	CPAGZVLINCPJEH-UHFFFAOYSA-N	Water	7	600 MHz	6	3.71
1763	HMDB01861	CPAGZVLINCPJEH-UHFFFAOYSA-N	Water	7	600 MHz	8	3.3
1763	HMDB01861	CPAGZVLINCPJEH-UHFFFAOYSA-N	Water	7	600 MHz	7	3.07
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	11	7.83
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	10	6.05
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	2	5.89
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	3	4.3
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	4	4.2
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	5	4.11
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	14	3.92
1078	HMDB00089	UHDGCWIWMRVCDJ-XVFCMESISA-N	Water	7	500 MHz	14	3.81
1765	HMDB01864	XNIHZNNZJHYHLC-UHFFFAOYSA-N	Water	7	500 MHz	9	0.88
1765	HMDB01864	XNIHZNNZJHYHLC-UHFFFAOYSA-N	Water	7	500 MHz	8	1.32
1765	HMDB01864	XNIHZNNZJHYHLC-UHFFFAOYSA-N	Water	7	500 MHz	7	1.56
1765	HMDB01864	XNIHZNNZJHYHLC-UHFFFAOYSA-N	Water	7	500 MHz	6	2.72
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	5	7.92
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	4	4.14
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	11	2.99
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	13	2.02
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	8	1.8
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	8	1.67
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	10	1.67
1373	HMDB00446	VEYYWZRYIYDQJM-UHFFFAOYSA-N	Water	7	500 MHz	9	1.4
1151	HMDB00182	KDXKERNSBIXSRK-YFKPBYRVSA-N	Water	7	500 MHz	7	1.46
1151	HMDB00182	KDXKERNSBIXSRK-YFKPBYRVSA-N	Water	7	500 MHz	8	1.71
1151	HMDB00182	KDXKERNSBIXSRK-YFKPBYRVSA-N	Water	7	500 MHz	6	1.89
1151	HMDB00182	KDXKERNSBIXSRK-YFKPBYRVSA-N	Water	7	500 MHz	9	3.02
1151	HMDB00182	KDXKERNSBIXSRK-YFKPBYRVSA-N	Water	7	500 MHz	4	3.74
1082	HMDB00097	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Water	7	600 MHz	5	3.189
1082	HMDB00097	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Water	7	600 MHz	6	3.189
1082	HMDB00097	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Water	7	600 MHz	7	3.189
1082	HMDB00097	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Water	7	600 MHz	3	3.507
1082	HMDB00097	OEYIOHPDSNJKLS-UHFFFAOYSA-N	Water	7	600 MHz	2	4.056
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	9	1.62
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	9	1.62
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	11	1.68
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	11	1.68
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	10	1.75
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	6	2.12
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	5	2.12
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	2	4.09
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	7	5.18
2030	HMDB05812	GLZPCOQZEFWAFX-YFHOEESVSA-N	Water	7	500 MHz	3	5.4
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	17	1.57
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	18	1.71
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	2	2.03
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	3	2.03
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	16	2.03
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	21	2.32
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	22	2.85
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	19	3.02
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	12	3.63
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	4	3.77
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	5	4.33
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	26	7.32
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	28	7.32
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	24	7.32
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	27	7.4
1816	HMDB01938	RLAWWYSOJDYHDC-BZSNNMDCSA-N	Water	7	500 MHz	25	7.4
1486	HMDB00700	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	Water	7	500 MHz	3	2.61
1486	HMDB00700	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	Water	7	500 MHz	2	3.81
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	17	4.26
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	5	4.4
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	4	4.6
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	2	6.13
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	12	8.22
1160	HMDB00189	HAEJPQIATWHALX-KQYNXXCUSA-N	Water	7	500 MHz	7	8.48
1342	HMDB00355	NPOAOTPXWNWTSH-UHFFFAOYSA-N	Water	7	500 MHz	9	1.31
1342	HMDB00355	NPOAOTPXWNWTSH-UHFFFAOYSA-N	Water	7	500 MHz	6	2.43
1342	HMDB00355	NPOAOTPXWNWTSH-UHFFFAOYSA-N	Water	7	500 MHz	3	2.43
1896	HMDB02643	KHTAGVZHYUZYMF-UHFFFAOYSA-N	Water	7	500 MHz	10	2.68
